id,task_id,lang,category,type,topic,complexity,image,task,choices,correct_answer,user_answers
66,W4dsDNoEz7Lwe9jh,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1ztrsk6wwwa439ex.png,is there any other thing that is made of the same material as the purple floor lamp?,"{'a': 'True', 'b': 'False'}",a,"['a', 'b', 'a', 'a', 'a']"
67,LbZ9MkwmLzOCBzs5,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_yte9f4970pkayjrx.png,is there anything else that has the same shape as the gray rubber thing?,"{'a': 'True', 'b': 'False'}",b,"['a', 'b']"
68,TJenvgLV6lpUT1nZ,en,vqa,numeric,music,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_zf7ah8knk3bai4cm.png,what number of other things are the same shape as the big metal thing?,"{'a': '6', 'b': '4'}",b,"['a', 'b', 'a', 'b']"
69,2HyBb6SvnvIbRO14,en,vqa,mcq,office,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tr0wr7ry6asf98g7.png,the small object that is the same color as the large metal laptop is what shape?,"{'a': 'calculator', 'b': 'pen holder', 'c': 'laptop'}",b,"['b', 'a', 'b', 'b', 'b', 'a']"
70,e8PHrrYpcCdqzqLV,en,vqa,true-false,school,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_y53ys6aynotbkeih.png,are there any other things of the same color as the pencil?,"{'a': 'True', 'b': 'False'}",a,"['b', 'a', 'b']"
71,u5xkimyWLIQG41W4,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tsnisnafwjax8ywn.png,are there any other things that are the same shape as the big blue thing?,"{'a': 'True', 'b': 'False'}",a,[]
72,6xQIkdMAQMhAeScI,en,vqa,numeric,underwater,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gluw0zhz2t0um9tk.png,how many rubber objects are either small yellow things or corals?,"{'a': '3', 'b': '2'}",b,"['b', 'a', 'a', 'a', 'b', 'a']"
73,xv8dh8aX9xhOYFar,en,vqa,mcq,fashion,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ti2s4p3gjj5k2jom.png,there is a blue thing that is the same size as the cyan shoe; what is it made of?,"{'a': 'metal', 'b': 'rubber'}",a,['a']
74,eZcbOVnMA1PUkgiE,en,vqa,true-false,living-room,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_72kb4dq5guylnv00.png,is there a small gray coffee table that has the same material as the big gray object?,"{'a': 'True', 'b': 'False'}",a,"['b', 'b', 'a']"
75,f7QF4GSRsTcGcuD6,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_nfdm2g11wqddv5at.png,how many other objects are the same material as the green object?,"{'a': '2', 'b': '3'}",a,[]
76,GmkxSETL075KKbe6,en,vqa,mcq,animals,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lixzbf18fxml8683.png,what material is the big cat that is the same color as the tiny metal bird?,"{'a': 'rubber', 'b': 'metal'}",b,"['b', 'b', 'a', 'a']"
77,grnTFyXkd1gwqVp4,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bvqd42n98z2gdqt0.png,what number of things have the same material as the large brown hard hat?,"{'a': '4', 'b': '3'}",a,"['b', 'a', 'a', 'a']"
78,lcPD5XWVOHlLRtct,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cdg6wczvmu6knv0d.png,how many tiny pants are the same color as the large shoe?,"{'a': '3', 'b': '2'}",b,"['b', 'a', 'a', 'b']"
79,nMmCfRqWxpJ6fSWG,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8jln5gr1jjvoia0h.png,how many small metal objects have the same color as the metal hammer?,"{'a': '2', 'b': '1'}",b,"['b', 'a', 'b', 'a', 'a']"
80,qXG7GZIl6adMASHa,en,vqa,true-false,kitchen,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7r9a8vjhbc14lunm.png,is there a purple teapot that has the same size as the spatula?,"{'a': 'False', 'b': 'True'}",a,"['b', 'a', 'a']"
81,QX1KTewsAYuO3p62,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_t8hnyu6mzp8qbvqn.png,how many metal things are either tiny brown televisions or small sofas?,"{'a': '3', 'b': '1'}",b,"['b', 'b']"
82,cwubiApUITgnDnjS,en,vqa,numeric,medical-field,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_af393v8ghnuolona.png,how many other objects are the same shape as the big gray metal thing?,"{'a': '2', 'b': '3'}",b,"['a', 'b', 'b', 'b']"
83,2HjoS8LdoyG5Ite1,en,vqa,true-false,music,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_obcl39q26jhig1a7.png,do the purple thing and the drum have the same size?,"{'a': 'True', 'b': 'False'}",a,"['b', 'b', 'b', 'a', 'b']"
84,r6yEjLOpqG6rUTn0,en,vqa,mcq,office,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3olhn5e81onfehdb.png,the cyan object is what shape?,"{'a': 'calculator', 'b': 'coffee mug', 'c': 'laptop', 'd': 'pen holder'}",a,"['b', 'a', 'a']"
85,zP93J0mx6Pidm7ke,en,vqa,mcq,school,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lo109qd1r5hp3r49.png,there is a red notebook that is the same size as the green metal ruler; what is its material?,"{'a': 'metal', 'b': 'rubber'}",a,"['a', 'b']"
86,YGhHw9FOr60SkQns,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_q2ycb9psqs4kncb4.png,is there another falcon that has the same size as the falcon?,"{'a': 'True', 'b': 'False'}",b,"['b', 'a', 'b', 'a', 'b']"
87,BRz6IONGJJGgSMxz,en,vqa,numeric,underwater,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_kjll4ruz7vb9ltoq.png,how many green objects are the same material as the large cyan thing?,"{'a': '1', 'b': '0'}",a,"['b', 'b', 'a']"
88,KsX3UAPz8aOwYtdx,en,vqa,mcq,living-room,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_u6jva5n8agqjiabb.png,the blue object has what shape?,"{'a': 'bookshelf', 'b': 'sofa', 'c': 'television'}",a,"['a', 'a', 'b']"
89,hi0lSwUZakHKPqzw,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_o8qx54eibnz3j7ix.png,is there a brown object that has the same material as the purple object?,"{'a': 'False', 'b': 'True'}",b,"['a', 'b', 'a']"
90,v9JLASsy3otGaI5X,en,vqa,numeric,medical-field,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hkndcibwh4vucune.png,what number of small objects are iv fluid bags or rubber objects?,"{'a': '3', 'b': '4'}",a,"['b', 'a', 'b']"
91,RgI39GdVS31cO41Y,en,vqa,numeric,animals,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_694cf5ka731elfaj.png,what number of other objects are the same material as the yellow object?,"{'a': '4', 'b': '6'}",a,"['a', 'b', 'b', 'a', 'a']"
92,WqRp7RQu4R1ZRliC,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hpp9aaamo9nmgvoz.png,how many big things are either wheelbarrows or cyan objects?,"{'a': '3', 'b': '2'}",b,"['a', 'a']"
93,EL0ev2PQW7H0lmsK,en,vqa,mcq,fashion,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_s6bn88wkpgx8ogyb.png,what size is the metal hat that is the same color as the pants?,"{'a': 'small', 'b': 'large'}",b,"['b', 'b', 'a', 'b']"
94,IShaNm9drd6RdLRl,en,vqa,true-false,garage-workshop,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_agabc580wi45ogk1.png,are there any other things that have the same material as the tiny purple thing?,"{'a': 'False', 'b': 'True'}",a,"['a', 'a', 'a', 'b', 'b']"
95,dQe0PnrFJNTDPO3d,en,vqa,numeric,kitchen,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_r1gle9iypa9hnve3.png,how many red spatulas have the same size as the rubber teapot?,"{'a': '1', 'b': '0'}",a,"['a', 'b', 'a', 'a']"
96,yjm9cgIKYUeQGGZE,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jvmnt0bv7hh6c70x.png,how many other objects are there of the same shape as the blue metal object?,"{'a': '1', 'b': '3'}",a,"['b', 'b', 'b', 'b']"
97,gwgfFA45ww5sNHJb,en,vqa,mcq,medical-field,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_c8foaxo1l6j7ilx8.png,there is a purple metal object that is the same size as the metal iv fluid bag; what shape is it?,"{'a': 'iv fluid bag', 'b': 'medicine bottle', 'c': 'injection', 'd': 'stethoscope'}",d,['a']
98,4GXG5ahRuSr6Ojca,en,vqa,mcq,music,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7sn99dbawybr3ewf.png,what color is the rubber mic that is the same size as the blue metal drum?,"{'a': 'purple', 'b': 'blue', 'c': 'green'}",a,"['a', 'a', 'b', 'b']"
99,ZRJg4VEjjQudIWO3,en,vqa,true-false,office,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gjs6sendejj2laht.png,is there a big rubber object of the same color as the laptop?,"{'a': 'True', 'b': 'False'}",a,"['a', 'b', 'b', 'a']"
100,zOwrMplBdmSZqSL8,en,vqa,true-false,school,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_wqvw56qsdrmn9y1l.png,does the big rubber notebook have the same color as the big metal notebook?,"{'a': 'True', 'b': 'False'}",a,"['b', 'a', 'b']"
101,rQl91EQhcws5d4dk,en,vqa,true-false,uae,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rth7twgcaamau4zd.png,do the yellow rubber object and the blue rubber bedouin tent have the same size?,"{'a': 'False', 'b': 'True'}",a,"['b', 'a']"
102,toQdXvQ53cX1XhcU,en,vqa,true-false,underwater,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ks7hsm7w2q6vq4fz.png,are there any gray things that have the same size as the brown snorkel?,"{'a': 'True', 'b': 'False'}",a,"['a', 'b', 'a']"
103,hpc7kDD5lVB0OrBl,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lge7k7a7vnj0cy3y.png,there is another object that is the same shape as the small rubber thing; what is its material?,"{'a': 'rubber', 'b': 'metal'}",a,"['a', 'a', 'a', 'a']"
104,bKAxMz3tKgZfvgSx,en,vqa,true-false,kitchen,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4pc8afpxsma5es3d.png,do the metal plate and the blue spatula have the same size?,"{'a': 'False', 'b': 'True'}",b,"['a', 'a', 'a', 'b', 'a', 'a', 'b']"
105,Kb45sPoTYlrRo1Tr,en,vqa,numeric,construction-site,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_zrfhi02whguiqmoz.png,what number of brown things are big traffic cones or rubber objects?,"{'a': '4', 'b': '6'}",a,"['b', 'a']"
106,IgdgJZfm1vgcPgqB,en,vqa,numeric,animals,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_alchj8gyticipioh.png,what number of objects are either small gray dogs or blue dogs?,"{'a': '1', 'b': '2'}",b,"['a', 'b', 'a', 'b']"
107,K7w2Mf4Inr1bOKI8,en,vqa,mcq,construction-site,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_q72upaipkdzavanh.png,what size is the blue rubber wheelbarrow?,"{'a': 'small', 'b': 'large'}",a,"['a', 'a', 'a']"
108,T2SwrzpT5JGv4AWl,en,vqa,true-false,fashion,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_toyoj1un1scoruuk.png,is there a yellow metal object of the same size as the yellow metal shoe?,"{'a': 'False', 'b': 'True'}",b,"['a', 'b', 'b', 'b', 'b', 'b']"
109,DWuVxSChyh6tzSlN,en,vqa,numeric,garage-workshop,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_u3s2pg77vrg97pcb.png,what number of objects have the same material as the brown wrench?,"{'a': '4', 'b': '6'}",a,"['a', 'a', 'a', 'a']"
110,C9DvBf7BVynBM88M,en,vqa,true-false,kitchen,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_efkduxnstreixhgu.png,is the small rubber teapot the same color as the big rubber plate?,"{'a': 'False', 'b': 'True'}",b,"['a', 'a', 'a']"
111,gTwkRK4KJleKI0W2,en,vqa,mcq,living-room,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hk12m7oxt9g14xo7.png,what is the size of the rubber thing that is the same color as the television?,"{'a': 'large', 'b': 'small'}",a,"['b', 'b', 'a']"
112,sLlaxQxM7Jtq5Xf9,en,vqa,numeric,medical-field,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ue9ekrzu74h8weml.png,what number of other objects are the same size as the gray rubber injection?,"{'a': '2', 'b': '1'}",a,"['a', 'a', 'b', 'b', 'a']"
113,rricp3xYgabNHNp8,en,vqa,mcq,music,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_iz96moo681i9n328.png,there is another small thing that is the same color as the small metal thing; what is its material?,"{'a': 'rubber', 'b': 'metal'}",a,"['b', 'a', 'b', 'a']"
114,seGNuyuGRogF0w9V,en,vqa,true-false,office,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_a58fulwhwnwgrma0.png,is there anything else that is the same shape as the brown metal thing?,"{'a': 'True', 'b': 'False'}",b,"['a', 'a', 'b', 'b', 'a']"
115,vYMwzjPVyikiWVL2,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_16fkziijl3rpa6aw.png,how many metal things are either tiny pencils or objects?,"{'a': '4', 'b': '6'}",a,"['a', 'a', 'a', 'b', 'a']"
116,ta9dCTbH2qRqU1Fu,en,vqa,mcq,uae,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fgwnpf38jzgusarn.png,what is the color of the tiny rubber bedouin tent?,"{'a': 'brown', 'b': 'cyan', 'c': 'gray'}",b,"['b', 'a', 'a', 'b', 'b']"
117,qYB5jVaVbJEd9vJb,en,vqa,true-false,underwater,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_enxda10ulumtzirv.png,are there fewer large green things than green oxygen tanks?,"{'a': 'False', 'b': 'True'}",a,"['b', 'b', 'a']"
118,2jLx8jc2qhl9JfWi,en,vqa,mcq,construction-site,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_eizafl7b8cditrsf.png,what color is the large crane that is made of the same material as the large brown wheelbarrow?,"{'a': 'brown', 'b': 'purple', 'c': 'cyan', 'd': 'yellow', 'e': 'blue'}",c,['c']
119,TQAf2eP0DPB2y339,en,vqa,true-false,underwater,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_oprbut4le8o23ypt.png,do the starfish and the coral have the same material?,"{'a': 'True', 'b': 'False'}",a,"['a', 'b', 'a']"
120,PxlsBigtyMSxVZ2v,en,vqa,numeric,music,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_601qf58n3jn5qijx.png,how many other things are the same material as the tiny cyan object?,"{'a': '3', 'b': '1'}",b,"['a', 'a', 'a']"
121,zYKWeBs16xP8HwVP,en,vqa,numeric,animals,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_85k16q04m04jixsu.png,what number of other small purple metal things are the same shape as the small purple metal thing?,"{'a': '1', 'b': '0'}",a,"['b', 'a', 'a']"
122,IQxKPiPBeu10U36v,en,vqa,true-false,construction-site,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_l36dp68q8j2t4x7g.png,are there more big yellow wheelbarrows than rubber things?,"{'a': 'True', 'b': 'False'}",b,"['a', 'a', 'b', 'b']"
123,75GgWWtZzfuiWTg2,en,vqa,numeric,fashion,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vvk5q7ovx258khke.png,what number of other things are made of the same material as the purple pants?,"{'a': '3', 'b': '5'}",a,"['a', 'a', 'b', 'a']"
124,84CBZbty21GtakqR,en,vqa,mcq,garage-workshop,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tzwbnhkl9a44idvf.png,there is a purple thing that is made of the same material as the big tire; what size is it?,"{'a': 'small', 'b': 'large'}",b,"['a', 'b', 'b']"
125,L6OpspQUf1sl2wmT,en,vqa,mcq,kitchen,3,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_eed4s7kufffwfo2f.png,what is the size of the yellow thing that is made of the same material as the big yellow spatula?,"{'a': 'large', 'b': 'small'}",b,"['b', 'a', 'a', 'b', 'b', 'b', 'a', 'b', 'a', 'b']"
126,dEaTuKRKuwZLELWH,en,vqa,numeric,living-room,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_zzri3pcbbjkv5fws.png,what number of coffee tables have the same size as the yellow rubber bookshelf?,"{'a': '2', 'b': '3'}",a,"['a', 'a', 'b']"
127,8mGIHN24hU5A6OY1,en,vqa,true-false,medical-field,1,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cbqqbgnocj0avjyk.png,is there a gray metal iv fluid bag of the same size as the purple stethoscope?,"{'a': 'True', 'b': 'False'}",b,"['a', 'a', 'b', 'a']"
128,jtUd9ODhrshSIdmt,en,vqa,mcq,music,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vueqauc1nbglu2r8.png,what color is the metal mic?,"{'a': 'cyan', 'b': 'yellow', 'c': 'gray'}",b,"['a', 'a', 'a', 'a']"
129,O8TZDOK1pRvblb7U,en,vqa,numeric,office,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qhh6kjeb0uc06itd.png,how many other objects are the same color as the large rubber pen holder?,"{'a': '0', 'b': '1'}",a,['a']
130,hICZO3tIrl4vd3Vl,en,vqa,numeric,school,2,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8nmbnuhsuoezvq3e.png,what number of large things are made of the same material as the small green notebook?,"{'a': '3', 'b': '5'}",a,"['b', 'b', 'b', 'b', 'a', 'a']"
131,lug1Icaf3fuGG50w,en,vqa,mcq,uae,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lnt3y2dd7oos7e4b.png,there is a tiny metal object that is the same shape as the big object; what color is it?,"{'a': 'gray', 'b': 'yellow', 'c': 'cyan', 'd': 'blue'}",d,"['d', 'd']"
132,JnZKr10dB2tflXnt,en,vqa,mcq,underwater,4,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ptg7rmzuqi8sunpk.png,what shape is the tiny purple object?,"{'a': 'starfish', 'b': 'coral', 'c': 'snorkel'}",b,"['b', 'a', 'b']"
